,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,Sources,powo_Snippet
9260,843016-1,Heracleum dissectum,Heracleum dissectum,843016-1,Species,:LITTOX::::::::,
9261,60466189-2,Heracleum sphondylium subsp. montanum,Heracleum sphondylium,843179-1,Subspecies,:LITTOX::::::::,
9262,843138-1,Heracleum platytaenium,Heracleum platytaenium,843138-1,Species,:LITTOX::::::::,
9263,843165-1,Heracleum sibiricum,Heracleum sibiricum,843165-1,Species,:LITTOX::::::::,
9264,843227-1,Heracleum villosum,Heracleum villosum,843227-1,Species,:LITTOX::::::::,
9265,77231826-1,Heracleum sphondylium subsp. sphondylium,Heracleum sphondylium,843179-1,Subspecies,:LITTOX::::::::,
9266,944245-1,Tetrataenium leucocarpum,Tetrataenium leucocarpum,944245-1,Species,:LITTOX::::::::,
9267,849312-1,Tetrataenium nepalense,Tetrataenium nepalense,849312-1,Species,:LITTOX::::::::,
9268,77231477-1,Heracleum moellendorffii var. moellendorffii,Heracleum moellendorffii,843093-1,Variety,:LITTOX::::::::,
9269,843145-1,Heracleum pubescens,Heracleum pubescens,843145-1,Species,:LITTOX::::::::,
9270,849314-1,Tetrataenium rigens,Tetrataenium rigens,849314-1,Species,:LITTOX::::::::,
9271,843171-1,Heracleum sommieri,Heracleum sommieri,843171-1,Species,:LITTOX::::::::,
9272,843172-1,Heracleum sosnowskyi,Heracleum sosnowskyi,843172-1,Species,:LITTOX:en_wiki:::::TPPT::,
9273,847083-1,Pimpinella tomentosa,Pimpinella tomentosa,847083-1,Species,:LITTOX::::::::,
9274,843211-1,Heracleum trachyloma,Heracleum trachyloma,843211-1,Species,:LITTOX::::::::,
9275,943871-1,Tetrataenium wallichii,Tetrataenium wallichii,943871-1,Species,:LITTOX::::::::,
9276,843232-1,Heracleum wilhelmsii,Heracleum wilhelmsii,843232-1,Species,:LITTOX::::::::,
9277,120633-2,Herissantia tiubae,Herissantia tiubae,120633-2,Species,:LITTOX::::::::,
9278,823587-1,Heritiera simplicifolia,Heritiera simplicifolia,823587-1,Species,:LITTOX::::::::,
9279,823595-1,Heritiera utilis,Heritiera utilis,823595-1,Species,:LITTOX::::::::,
9280,38725-1,Hermannia,,,Genus,:LITTOX::::::::,
9281,823642-1,Hermannia brachypetala,Hermannia brachypetala,823642-1,Species,:LITTOX::::::::,
9282,823876-1,Hermannia pauciflora,Hermannia pauciflora,823876-1,Species,:LITTOX::::::::,
9283,326862-2,Mirabilis,,,Genus,:LITTOX::::::::,
9284,162538-2,Mirabilis alipes,Mirabilis alipes,162538-2,Species,:LITTOX::::::::,
9285,21422-1,Hernandia,,,Genus,:LITTOX::::::::,
9286,464643-1,Hernandia bivalvis,Hernandia bivalvis,464643-1,Species,:LITTOX::::::::,
9287,430815-1,Hernandia ovigera,Hernandia ovigera,430815-1,Species,:LITTOX::::::::,
9288,316357-2,Hernandia sonora,Hernandia sonora,316357-2,Species,:LITTOX::::::::,
9289,19936-1,Herniaria,,,Genus,:LITTOX::::::::,
9290,38726-1,Herrania,,,Genus,:LITTOX::::::::,
9291,9308-1,Hertia,,,Genus,:LITTOX::::::::,
9292,285087-1,Hesperis matronalis,Hesperis matronalis,285087-1,Species,:LITTOX::::::TPPT::,
9293,536456-1,Hesperocallis undulata,Hesperocallis undulata,536456-1,Species,:LITTOX::::::::,
9294,40839-1,Hesperocnide,,,Genus,:LITTOX::::::::,
9295,854173-1,Hesperocnide tenella,Hesperocnide tenella,854173-1,Species,:LITTOX::::::::,
9296,1104641-2,Hesperostipa,,,Genus,:LITTOX::::::::,
9297,375485-1,Oxalis trilliifolia,Oxalis trilliifolia,375485-1,Species,:LITTOX::::::::,
9298,325759-2,Hetaeria,,,Genus,:LITTOX::::::::,
9299,30014031-2,Photinia,,,Genus,:LITTOX::::::::,
9300,30222858-2,Photinia arbutifolia,Photinia arbutifolia,30222858-2,Species,:LITTOX:::CPCS:UCANR::::,
9301,9331-1,Heteromera,,,Genus,:LITTOX::::::::,
9302,4097-1,Heterophragma,,,Genus,:LITTOX::::::::,
9303,18202-1,Heteropogon,,,Genus,:LITTOX::::::::,
9304,556617-1,Heteropterys pauciflora,Heteropterys pauciflora,556617-1,Species,:LITTOX::::::::,
9305,3412-1,Heterostemma,,,Genus,:LITTOX::::::::,
9306,77076537-1,Baccharis aliena,Baccharis aliena,77076537-1,Species,:LITTOX::::::::,
9307,121482-2,Heterotheca villosa,Heterotheca villosa,121482-2,Species,:LITTOX::::::::,
9308,791302-1,Heuchera americana,Heuchera americana,791302-1,Species,:LITTOX::::::::,
9309,327698-2,Hevea,,,Genus,:LITTOX::::::::,
9310,349913-1,Hevea brasiliensis,Hevea brasiliensis,349913-1,Species,:LITTOX:::CPCS:::::,
9311,349947-1,Hevea spruceana,Hevea spruceana,349947-1,Species,:LITTOX::::::::,
9312,939815-1,Hibbertia acuminata,Hibbertia acuminata,939815-1,Species,:LITTOX::::::::,
9313,77230995-1,Hibbertia aspera subsp. aspera,Hibbertia aspera,316880-1,Subspecies,:LITTOX::::::::,
9314,160598-3,Hibbertia diffusa,Hibbertia diffusa,160598-3,Species,:LITTOX::::::::,
9315,316956-1,Hibbertia glaberrima,Hibbertia glaberrima,316956-1,Species,:LITTOX::::::::,
9316,1005032-1,Hibbertia hirticalyx,Hibbertia hirticalyx,1005032-1,Species,:LITTOX::::::::,
9317,939816-1,Hibbertia kaputarensis,Hibbertia kaputarensis,939816-1,Species,:LITTOX::::::::,
9318,316994-1,Hibbertia longifolia,Hibbertia longifolia,316994-1,Species,:LITTOX::::::::,
9319,317014-1,Hibbertia obtusifolia,Hibbertia obtusifolia,317014-1,Species,:LITTOX::::::::,
9320,317060-1,Hibbertia scandens,Hibbertia scandens,317060-1,Species,:LITTOX::::::::,
9321,119441-3,Hibbertia scandens var. scandens,Hibbertia scandens,317060-1,Variety,:LITTOX::::::::,
9322,328182-2,Hibiscus,,,Genus,:LITTOX::::::::,
9323,559896-1,Hibiscus acetosella,Hibiscus acetosella,559896-1,Species,:LITTOX::::::::,
9324,560068-1,Hibiscus cannabinus,Hibiscus cannabinus,560068-1,Species,:LITTOX::::::::,
9325,121930-2,Hibiscus elatus,Hibiscus elatus,121930-2,Species,:LITTOX::::::::,
9326,558020-1,Abelmoschus manihot,Abelmoschus manihot,558020-1,Species,:LITTOX::::::::,
9327,30181863-2,Hibiscus moscheutos,Hibiscus moscheutos,30181863-2,Species,:LITTOX::::::::,
9328,558042-1,Abelmoschus sagittifolius,Abelmoschus sagittifolius,558042-1,Species,:LITTOX::::::::,
9329,560756-1,Hibiscus rosa-sinensis,Hibiscus rosa-sinensis,560756-1,Species,:LITTOX::::::::,
9330,560792-1,Hibiscus schizopetalus,Hibiscus schizopetalus,560792-1,Species,:LITTOX::::::::,
9331,560603-1,Hibiscus panduriformis,Hibiscus panduriformis,560603-1,Species,:LITTOX::::::::,
9332,560890-1,Hibiscus syriacus,Hibiscus syriacus,560890-1,Species,:LITTOX::::::::,
9333,30143354-2,Hibiscus tiliaceus,Hibiscus tiliaceus,30143354-2,Species,:LITTOX::::::::,
9334,122028-2,Hibiscus trionum,Hibiscus trionum,122028-2,Species,:LITTOX::::::::,
9335,704540-1,Hicksbeachia pinnatifolia,Hicksbeachia pinnatifolia,704540-1,Species,:LITTOX::::::::,
9336,330082-2,Hieracium,,,Genus,:LITTOX::::::::,
9337,218758-1,Hieracium irasuense,Hieracium irasuense,218758-1,Species,:LITTOX::::::::,
9338,77133566-1,Pilosella officinarum,Pilosella officinarum,77133566-1,Species,:LITTOX::::::::,
9339,18213-1,Hilaria,,,Genus,:LITTOX::::::::,
9340,122613-2,Hilaria belangeri,Hilaria belangeri,122613-2,Species,:LITTOX::::::::,
9341,404948-1,Hilaria jamesii,Hilaria jamesii,404948-1,Species,:LITTOX::::::::,
9342,404949-1,Hilaria mutica,Hilaria mutica,404949-1,Species,:LITTOX::::::::,
9343,122622-2,Hilaria swallenii,Hilaria swallenii,122622-2,Species,:LITTOX::::::::,
9344,3888-1,Hillebrandia,,,Genus,:LITTOX::::::::,
9345,30000270-2,Hillia,,,Genus,:LITTOX::::::::,
9346,30058664-2,Himatanthus,,,Genus,:LITTOX::::::::,
9347,962260-1,Himatanthus drasticus,Himatanthus drasticus,962260-1,Species,:LITTOX::::::::,
9348,122692-2,Himatanthus obovatus,Himatanthus obovatus,122692-2,Species,:LITTOX::::::::,
9349,122695-2,Himatanthus phagedaenicus,Himatanthus phagedaenicus,122695-2,Species,:LITTOX::::::::,
9350,331211-2,Hippeastrum,,,Genus,:LITTOX:::CPCS:UCANR::::,
9351,122739-2,Hippeastrum argentinum,Hippeastrum argentinum,122739-2,Species,:LITTOX::::::::,
9352,122772-2,Hippeastrum elegans,Hippeastrum elegans,122772-2,Species,:LITTOX::::::::,
9353,65143-1,Hippeastrum reginae,Hippeastrum reginae,65143-1,Species,:LITTOX::::::::,
9354,65063-1,Hippeastrum correiense,Hippeastrum correiense,65063-1,Species,:LITTOX::::::::,
9355,65145-1,Hippeastrum reticulatum,Hippeastrum reticulatum,65145-1,Species,:LITTOX::::::::,
9356,329348-2,Hippobroma,,,Genus,:LITTOX::::::::,
9357,329983-2,Hippocratea,,,Genus,:LITTOX::::::::,
9358,22602-1,Hippocrepis,,,Genus,:LITTOX::::::::,
9359,327725-2,Hippomane,,,Genus,:LITTOX::::::::,
9360,122945-2,Hippomane horrida,Hippomane horrida,122945-2,Species,:LITTOX::::::::,
9361,40522-1,Seseli,,,Genus,:LITTOX::::::::,
9362,963918-1,Cachrys caspica,Cachrys caspica,963918-1,Species,:LITTOX::::::::,
9363,60461543-2,Cachrys microcarpos,Cachrys microcarpos,60461543-2,Species,:LITTOX::::::::,
9364,14480-1,Hippophae,,,Genus,:LITTOX::::::::,
9365,77231762-1,Hippophae rhamnoides subsp. rhamnoides,Hippophae rhamnoides,323851-1,Subspecies,:LITTOX::::::::,
9366,323851-1,Hippophae rhamnoides,Hippophae rhamnoides,323851-1,Species,:LITTOX::::::::,
9367,329968-2,Hippuris,,,Genus,:LITTOX::::::::,
9368,430352-1,Hippuris vulgaris,Hippuris vulgaris,430352-1,Species,:LITTOX::::::::,
9369,326035-2,Hirtella,,,Genus,:LITTOX::::::::,
9370,17398460-1,Histiopteris,,,Genus,:LITTOX::::::::,
9371,17119990-1,Histiopteris incisa,Histiopteris incisa,17119990-1,Species,:LITTOX::::::::,
9372,297364-2,Hoita,,,Genus,:LITTOX::::::::,
9373,123507-2,Hoita macrostachya,Hoita macrostachya,123507-2,Species,:LITTOX::::::::,
9374,2371-1,Holarrhena,,,Genus,:LITTOX::::::::,
9375,79294-1,Holarrhena congolensis,Holarrhena congolensis,79294-1,Species,:LITTOX::::::::,
9376,79311-1,Holarrhena mitis,Holarrhena mitis,79311-1,Species,:LITTOX::::::::,
9377,331212-2,Holcus,,,Genus,:LITTOX::::::::,
9378,331660-2,Holigarna,,,Genus,:LITTOX::::::::,
9379,69712-1,Holigarna arnottiana,Holigarna arnottiana,69712-1,Species,:LITTOX::::::::,
9380,69716-1,Holigarna ferruginea,Holigarna ferruginea,69716-1,Species,:LITTOX::::::::,
9381,69717-1,Holigarna grahamii,Holigarna grahamii,69717-1,Species,:LITTOX::::::::,
9382,69715-1,Holigarna caustica,Holigarna caustica,69715-1,Species,:LITTOX::::::::,
9383,22613-1,Holocalyx,,,Genus,:LITTOX::::::::,
9384,498480-1,Holocalyx balansae,Holocalyx balansae,498480-1,Species,:LITTOX::::::::,
9385,87137-1,Holochlamys beccarii,Holochlamys beccarii,87137-1,Species,:LITTOX::::::::,
9386,1027403-2,Holodiscus discolor,Holodiscus discolor,1027403-2,Species,:LITTOX::::::::,
9387,1060104-2,Aristolochia holostylis,Aristolochia holostylis,1060104-2,Species,:LITTOX::::::::,
9388,331662-2,Homalanthus,,,Genus,:LITTOX::::::::,
9389,350030-1,Homalanthus nutans,Homalanthus nutans,350030-1,Species,:LITTOX::::::::,
9390,350038-1,Homalanthus populneus,Homalanthus populneus,350038-1,Species,:LITTOX::::::::,
9391,350042-1,Homalanthus stillingifolius,Homalanthus stillingifolius,350042-1,Species,:LITTOX::::::::,
9392,329924-2,Homalium,,,Genus,:LITTOX::::::::,
9393,30057762-2,Homalomena,,,Genus,:LITTOX::::::::,
9394,87292-1,Homalomena rubescens,Homalomena rubescens,87292-1,Species,:LITTOX::::::::,
9395,77155028-1,Adelonema speariae,Adelonema speariae,77155028-1,Species,:LITTOX::::::::,
9396,331244-2,Moraea,,,Genus,:LITTOX::::::::,
9397,440114-1,Moraea elegans,Moraea elegans,440114-1,Species,:LITTOX::::::::,
9398,77177125-1,Moraea polyanthos,Moraea polyanthos,77177125-1,Species,:LITTOX::::::::,
9399,9405-1,Homogyne,,,Genus,:LITTOX::::::::,
9400,225016-1,Homogyne alpina,Homogyne alpina,225016-1,Species,:LITTOX::::::TPPT::,
9401,77075934-1,Walwhalleya proluta,Walwhalleya proluta,77075934-1,Species,:LITTOX::::::::,
9402,327148-2,Hordeum,,,Genus,:LITTOX::::::::,
9403,405157-1,Hordeum bogdanii,Hordeum bogdanii,405157-1,Species,:LITTOX::::::::,
9404,405167-1,Hordeum brevisubulatum,Hordeum brevisubulatum,405167-1,Species,:LITTOX::::::::,
9405,396727-1,Crithopsis delileana,Crithopsis delileana,396727-1,Species,:LITTOX::::::::,
9406,882438-1,Hordeum murinum subsp. glaucum,Hordeum murinum,405301-1,Subspecies,:LITTOX::::::::,
9407,60447542-2,Hordeum marinum subsp. gussoneanum,Hordeum marinum,30066468-2,Subspecies,:LITTOX::::::::,
9408,77189804-1,Hordeum murinum subsp. leporinum,Hordeum murinum,405301-1,Subspecies,:LITTOX::::::::,
9409,30066468-2,Hordeum marinum,Hordeum marinum,30066468-2,Species,:LITTOX::::::::,
9410,405301-1,Hordeum murinum,Hordeum murinum,405301-1,Species,:LITTOX::::::::,
9411,123933-2,Hordeum pusillum,Hordeum pusillum,123933-2,Species,:LITTOX::::::::,
9412,405352-1,Hordeum secalinum,Hordeum secalinum,405352-1,Species,:LITTOX::::::::,
9413,35769-1,Hortia,,,Genus,:LITTOX::::::::,
9414,77170849-1,Hosta sieboldiana var. sieboldiana,Hosta sieboldiana,536637-1,Variety,:LITTOX::::::::,
9415,536637-1,Hosta sieboldiana,Hosta sieboldiana,536637-1,Species,:LITTOX::::::::,
9416,701007-1,Hottonia palustris,Hottonia palustris,701007-1,Species,:LITTOX::::::::,
9417,32023-1,Houttuynia,,,Genus,:LITTOX::::::::,
9418,927252-1,Houttuynia cordata,Houttuynia cordata,927252-1,Species,:LITTOX::::::::,
9419,22622-1,Hovea,,,Genus,:LITTOX::::::::,
9420,60437256-2,Hoya,,,Genus,:LITTOX::::::::,
9421,98446-1,Hoya diversifolia,Hoya diversifolia,98446-1,Species,:LITTOX::::::::,
9422,98367-1,Hoya albiflora,Hoya albiflora,98367-1,Species,:LITTOX::::::::,
9423,107242-3,Hoya australis subsp. australis,Hoya australis,98382-1,Subspecies,:LITTOX::::::::,
9424,98384-1,Hoya bandaensis,Hoya bandaensis,98384-1,Species,:LITTOX::::::::,
9425,98387-1,Hoya bella,Hoya bella,98387-1,Species,:LITTOX::::::::,
9426,77094311-1,Hoya australis subsp. melanesica,Hoya australis,98382-1,Subspecies,:LITTOX::::::::,
9427,107308-3,Hoya carnosa,Hoya carnosa,107308-3,Species,:LITTOX::::::::,
9428,98572-1,Hoya mitrata,Hoya mitrata,98572-1,Species,:LITTOX::::::::,
9429,98488-1,Hoya griffithii,Hoya griffithii,98488-1,Species,:LITTOX::::::::,
9430,98578-1,Hoya naumannii,Hoya naumannii,98578-1,Species,:LITTOX::::::::,
9431,77173117-1,Hoya verticillata var. verticillata,Hoya verticillata,98729-1,Variety,:LITTOX::::::::,
9432,268327-1,Humbertia madagascariensis,Humbertia madagascariensis,268327-1,Species,:LITTOX::::::::,
9433,331664-2,Humboldtia,,,Genus,:LITTOX::::::::,
9434,331430-2,Brownlowia,,,Genus,:LITTOX::::::::,
9435,19665-1,Humiria,,,Genus,:LITTOX::::::::,
9436,296587-2,Casimirella,,,Genus,:LITTOX::::::::,
9437,22629-1,Humularia,,,Genus,:LITTOX::::::::,
9438,30027247-2,Humulus,,,Genus,:LITTOX::::::::,
9439,584308-1,Humulus scandens,Humulus scandens,584308-1,Species,:LITTOX::::::::,
9440,303502-2,Humulus lupulus,Humulus lupulus,303502-2,Species,:LITTOX:::CPCS:::TPPT::,
9441,31682-1,Hunnemannia,,,Genus,:LITTOX::::::::,
9442,2377-1,Hunteria,,,Genus,:LITTOX::::::::,
9443,79342-1,Hunteria congolana,Hunteria congolana,79342-1,Species,:LITTOX::::::::,
9444,30000333-2,Huperzia,,,Genus,:LITTOX:::::USDA(Duke):::,
9445,1140250-2,Huperzia selago,Huperzia selago,1140250-2,Species,:LITTOX:::::USDA(Duke):TPPT::,
9446,20004840-1,Huperzia serrata,Huperzia serrata,20004840-1,Species,:LITTOX::::::::,
9447,327727-2,Hura,,,Genus,:LITTOX::::::::,
9448,24372-1,Hyacinthus,,,Genus,:LITTOX::::::::,
9449,77169831-1,Hyacinthus orientalis subsp. orientalis,Hyacinthus orientalis,536789-1,Subspecies,:LITTOX::::::::,
9450,15514-1,Hyaenanche,,,Genus,:LITTOX::::::::,
9451,350065-1,Hyaenanche globosa,Hyaenanche globosa,350065-1,Species,:LITTOX::::::::,
9452,331666-2,Hybanthus,,,Genus,:LITTOX::::::::,
9453,77143549-1,Pombalia calceolaria,Pombalia calceolaria,77143549-1,Species,:LITTOX::::::::,
9454,77150392-1,Afrohybanthus enneaspermus,Afrohybanthus enneaspermus,77150392-1,Species,:LITTOX::::::::,
9455,77143570-1,Pombalia poaya,Pombalia poaya,77143570-1,Species,:LITTOX::::::::,
9456,4341-1,Hydnocarpus,,,Genus,:LITTOX::::::::,
9457,111739-1,Hydnocarpus alpinus,Hydnocarpus alpinus,111739-1,Species,:LITTOX::::::::,
9458,111741-1,Hydnocarpus castaneus,Hydnocarpus castaneus,111741-1,Species,:LITTOX::::::::,
9459,791560-1,Hydrangea chinensis,Hydrangea chinensis,791560-1,Species,:LITTOX::::::::,
9460,791653-1,Hydrangea paniculata,Hydrangea paniculata,791653-1,Species,:LITTOX::::::::,
9461,791669-1,Hydrangea radiata,Hydrangea radiata,791669-1,Species,:LITTOX::::::::,
9462,791682-1,Hydrangea serrata,Hydrangea serrata,791682-1,Species,:LITTOX::::::::,
9463,791659-1,Hydrangea preslii,Hydrangea preslii,791659-1,Species,:LITTOX::::::::,
9464,30058011-2,Hydrastis,,,Genus,:LITTOX::::::::,
9465,256511-2,Trautvetteria caroliniensis,Trautvetteria caroliniensis,256511-2,Species,:LITTOX::::::::,
9466,711245-1,Glaucidium palmatum,Glaucidium palmatum,711245-1,Species,:LITTOX::::::::,
9467,40115-1,Hydrocotyle,,,Genus,:LITTOX:::CPCS:::::,
9468,843371-1,Hydrocotyle alchemilloides,Hydrocotyle alchemilloides,843371-1,Species,:LITTOX::::::::,
9469,77227937-1,Centella eriantha var. eriantha,Centella eriantha,840042-1,Variety,:LITTOX::::::::,
9470,125117-2,Hydrocotyle bonariensis,Hydrocotyle bonariensis,125117-2,Species,:LITTOX::::::::,
9471,77228686-1,Centella glabrata var. glabrata,Centella glabrata,840049-1,Variety,:LITTOX::::::::,
9472,843532-1,Hydrocotyle hirsuta,Hydrocotyle hirsuta,843532-1,Species,:LITTOX::::::::,
9473,77231907-1,Hydrocotyle sibthorpioides var. sibthorpioides,Hydrocotyle sibthorpioides,843698-1,Variety,:LITTOX::::::::,
9474,843607-1,Hydrocotyle moschata,Hydrocotyle moschata,843607-1,Species,:LITTOX::::::::,
9475,843698-1,Hydrocotyle sibthorpioides,Hydrocotyle sibthorpioides,843698-1,Species,:LITTOX::::::::,
9476,900094-1,Hydrocotyle sulcata,Hydrocotyle sulcata,900094-1,Species,:LITTOX::::::::,
9477,843746-1,Hydrocotyle umbellata,Hydrocotyle umbellata,843746-1,Species,:LITTOX::::::::,
9478,843768-1,Hydrocotyle vulgaris,Hydrocotyle vulgaris,843768-1,Species,:LITTOX::::::::,
9479,432240-1,Hydrolea spinosa,Hydrolea spinosa,432240-1,Species,:LITTOX::::::::,
9480,19768-1,Hydrophyllum,,,Genus,:LITTOX::::::::,
9481,432257-1,Hydrophyllum canadense,Hydrophyllum canadense,432257-1,Species,:LITTOX::::::::,
9482,30016608-2,Hygrophila,,,Genus,:LITTOX::::::::,
9483,49676-1,Hygrophila difformis,Hygrophila difformis,49676-1,Species,:LITTOX::::::::,
9484,113453-2,Griffinia gardneriana,Griffinia gardneriana,113453-2,Species,:LITTOX::::::::,
9485,30011812-2,Selenicereus,,,Genus,:LITTOX::::::::,
9486,77163183-1,Selenicereus triangularis,Selenicereus triangularis,77163183-1,Species,:LITTOX::::::::,
9487,77163184-1,Selenicereus undatus,Selenicereus undatus,77163184-1,Species,:LITTOX::::::::,
9488,22634-1,Hylodendron,,,Genus,:LITTOX::::::::,
9489,31683-1,Hylomecon,,,Genus,:LITTOX::::::::,
9490,22635-1,Hymenaea,,,Genus,:LITTOX::::::::,
9491,125420-2,Hymenaea courbaril,Hymenaea courbaril,125420-2,Species,:LITTOX::::::::,
9492,498809-1,Hymenaea stigonocarpa,Hymenaea stigonocarpa,498809-1,Species,:LITTOX::::::::,
9493,41562-1,Melicytus,,,Genus,:LITTOX::::::::,
9494,327249-2,Hymenocallis,,,Genus,:LITTOX::::UCANR::::,
9495,30048918-2,Hymenocallis littoralis,Hymenocallis littoralis,30048918-2,Species,:LITTOX:::CPCS:::::,
9496,65673-1,Ismene narcissiflora,Ismene narcissiflora,65673-1,Species,:LITTOX::::::::,
9497,65212-1,Hymenocallis caribaea,Hymenocallis caribaea,65212-1,Species,:LITTOX::::::::,
9498,65241-1,Hymenocallis fragrans,Hymenocallis fragrans,65241-1,Species,:LITTOX::::::::,
9499,77173495-1,Hymenocallis latifolia var. latifolia,Hymenocallis latifolia,1144159-2,Variety,:LITTOX::::::::,
9500,1144159-2,Hymenocallis latifolia,Hymenocallis latifolia,1144159-2,Species,:LITTOX::::::::,
9501,65327-1,Hymenocallis tubiflora,Hymenocallis tubiflora,65327-1,Species,:LITTOX::::::::,
9502,1170057-2,Hymenocallis occidentalis,Hymenocallis occidentalis,1170057-2,Species,:LITTOX::::::::,
9503,327264-2,Hymenocallis palmeri,Hymenocallis palmeri,327264-2,Species,:LITTOX::::::::,
9504,30010600-2,Hymenocallis speciosa,Hymenocallis speciosa,30010600-2,Species,:LITTOX::::::::,
9505,1209728-2,Ambrosia salsola,Ambrosia salsola,1209728-2,Species,:LITTOX::::::::,
9506,327858-2,Hymenodictyon,,,Genus,:LITTOX::::::::,
9507,22642-1,Hymenostegia,,,Genus,:LITTOX::::::::,
9508,77233265-1,Tetraneuris acaulis var. acaulis,Tetraneuris acaulis,251749-2,Variety,:LITTOX::::::::,
9509,225286-1,Hymenoxys anthemoides,Hymenoxys anthemoides,225286-1,Species,:LITTOX::::::::,
9510,126023-2,Hymenoxys richardsonii var. floribunda,Hymenoxys richardsonii,126022-2,Variety,:LITTOX::::::::,
9511,126000-2,Hymenoxys grandiflora,Hymenoxys grandiflora,126000-2,Species,:LITTOX::::::::,
9512,126037-2,Hymenoxys subintegra,Hymenoxys subintegra,126037-2,Species,:LITTOX::::::::,
9513,38391-1,Hyoscyamus,,,Genus,:LITTOX::::::::,
9514,815891-1,Hyoscyamus aureus,Hyoscyamus aureus,815891-1,Species,:LITTOX::::::::,
9515,817641-1,Physochlaina orientalis,Physochlaina orientalis,817641-1,Species,:LITTOX::::::::,
9516,815947-1,Hyoscyamus pusillus,Hyoscyamus pusillus,815947-1,Species,:LITTOX::::::::,
9517,815948-1,Hyoscyamus reticulatus,Hyoscyamus reticulatus,815948-1,Species,:LITTOX::::::::,
9518,9452-1,Hyoseris,,,Genus,:LITTOX::::::::,
9519,31685-1,Hypecoum,,,Genus,:LITTOX::::::::,
9520,278563-2,Hypenia salzmannii,Hypenia salzmannii,278563-2,Species,:LITTOX::::::::,
9521,331669-2,Hyperbaena,,,Genus,:LITTOX::::::::,
9522,30002180-2,Hypericum,,,Genus,:LITTOX::::::::,
9523,433160-1,Hypericum aethiopicum,Hypericum aethiopicum,433160-1,Species,:LITTOX::::::::,
